ID,Sample_ID,Token,State,IIT_Value
118,0,6,24,1.4807261183000744
119,0,**,24,1.4807261183000744
120,0,Ġeggs,20,1.2430770105241848
121,0,Ġper,10,0.9731490855812044
122,0,Ġday,16,1.8316797560437974
123,0,.ĊĊ,18,1.533280207445134
124,0,\,18,1.533280207445134
125,0,boxed,0,1.8755059696226337
126,0,{,16,1.8316797560437974
127,0,1,0,1.8755059696226337
128,0,6,0,1.8755059696226337
129,0,},8,3.4657359027997265
0,1,BOS,15,4.521991391282073
1,1,<｜User｜>,15,4.521991391282073
2,1,A,13,5.738283361262029
3,1,Ġrobe,20,1.2372518334564608
4,1,Ġtakes,20,1.2372518334564608
5,1,Ġ,21,3.3004154381350843
6,1,2,18,0.9858963306678599
7,1,Ġbolts,20,1.2372518334564608
8,1,Ġof,5,3.106064784375967
9,1,Ġblue,5,3.106064784375967
10,1,Ġfiber,22,5.166839684158934
11,1,Ġand,8,1.002163844109134
12,1,Ġhalf,20,1.2372518334564608
13,1,Ġthat,8,1.002163844109134
14,1,Ġmuch,5,3.106064784375967
15,1,Ġwhite,5,3.106064784375967
16,1,Ġfiber,20,1.2372518334564608
17,1,.,17,1.6445572822999206
18,1,Ġ,17,1.6445572822999206
19,1,ĠHow,8,1.002163844109134
20,1,Ġmany,5,3.106064784375967
21,1,Ġbolts,20,1.2372518334564608
22,1,Ġin,8,1.002163844109134
23,1,Ġtotal,8,1.002163844109134
24,1,Ġdoes,21,3.3004154381350843
25,1,Ġit,9,3.605405502383201
26,1,Ġtake,20,1.2372518334564608
27,1,?,25,1.3579911609096746
28,1,ĠLets,20,1.2372518334564608
29,1,Ġthink,8,1.002163844109134
30,1,Ġstep,8,1.002163844109134
31,1,Ġby,7,1.5914016806255058
32,1,Ġstep,20,1.2372518334564608
33,1,Ġand,9,3.605405502383201
34,1,Ġoutput,8,1.002163844109134
35,1,Ġthe,8,1.002163844109134
36,1,Ġfinal,8,1.002163844109134
37,1,Ġanswer,8,1.002163844109134
38,1,Ġafter,15,4.521991391282073
39,1,"Ġ""",31,1.0034472794322102
40,1,####,31,1.0034472794322102
41,1,""".",25,1.3579911609096746
42,1,ĠTo,8,1.002163844109134
43,1,Ġsolve,8,1.002163844109134
44,1,Ġthis,8,1.002163844109134
45,1,Ġproblem,8,1.002163844109134
46,1,",",8,1.002163844109134
47,1,ĠI,8,1.002163844109134
48,1,Ġneed,8,1.002163844109134
49,1,Ġto,8,1.002163844109134
50,1,Ġdetermine,8,1.002163844109134
51,1,Ġthe,8,1.002163844109134
52,1,Ġtotal,8,1.002163844109134
53,1,Ġnumber,8,1.002163844109134
54,1,Ġof,7,1.5914016806255058
55,1,Ġbolts,20,1.2372518334564608
56,1,Ġrequired,8,1.002163844109134
57,1,Ġfor,8,1.002163844109134
58,1,Ġone,5,3.106064784375967
59,1,Ġrobe,20,1.2372518334564608
60,1,.ĊĊ,18,0.9858963306678599
61,1,First,8,1.002163844109134
62,1,",",8,1.002163844109134
63,1,Ġlet,8,1.002163844109134
64,1,'s,8,1.002163844109134
65,1,Ġidentify,8,1.002163844109134
66,1,Ġthe,8,1.002163844109134
67,1,Ġamount,8,1.002163844109134
68,1,Ġof,8,1.002163844109134
69,1,Ġeach,8,1.002163844109134
70,1,Ġtype,8,1.002163844109134
71,1,Ġof,5,3.106064784375967
72,1,Ġfiber,28,2.4519201983215972
73,1,Ġneeded,8,1.002163844109134
74,1,:Ċ,18,0.9858963306678599
75,1,-,17,1.6445572822999206
76,1,ĠBlue,7,1.5914016806255058
77,1,Ġfiber,28,2.4519201983215972
78,1,:,8,1.002163844109134
79,1,Ġ,8,1.002163844109134
80,1,2,7,1.5914016806255058
81,1,Ġbolts,20,1.2372518334564608
82,1,Ċ,18,0.9858963306678599
83,1,-,17,1.6445572822999206
84,1,ĠWhite,7,1.5914016806255058
85,1,Ġfiber,8,1.002163844109134
86,1,:,8,1.002163844109134
87,1,Ġhalf,8,1.002163844109134
88,1,Ġas,8,1.002163844109134
89,1,Ġmuch,20,1.2372518334564608
90,1,Ġas,8,1.002163844109134
91,1,Ġblue,8,1.002163844109134
92,1,Ġfiber,28,2.4519201983215972
93,1,ĊĊ,18,0.9858963306678599
94,1,Next,8,1.002163844109134
95,1,",",8,1.002163844109134
96,1,Ġcalculate,8,1.002163844109134
97,1,Ġthe,8,1.002163844109134
98,1,Ġamount,8,1.002163844109134
99,1,Ġof,8,1.002163844109134
100,1,Ġwhite,7,1.5914016806255058
101,1,Ġfiber,8,1.002163844109134
102,1,:Ċ,18,0.9858963306678599
103,1,Half,8,1.002163844109134
104,1,Ġof,8,1.002163844109134
105,1,Ġ,18,0.9858963306678599
106,1,2,18,0.9858963306678599
107,1,Ġis,8,1.002163844109134
108,1,Ġ,8,1.002163844109134
109,1,1,8,1.002163844109134
110,1,",",8,1.002163844109134
111,1,Ġso,8,1.002163844109134
112,1,Ġwe,8,1.002163844109134
113,1,Ġneed,8,1.002163844109134
114,1,Ġ,10,1.924184253306798
115,1,1,8,1.002163844109134
116,1,Ġbolt,20,1.2372518334564608
117,1,Ġof,8,1.002163844109134
118,1,Ġwhite,7,1.5914016806255058
119,1,Ġfiber,8,1.002163844109134
120,1,.ĊĊ,18,0.9858963306678599
121,1,Finally,18,0.9858963306678599
122,1,",",8,1.002163844109134
123,1,Ġadd,8,1.002163844109134
124,1,Ġboth,8,1.002163844109134
125,1,Ġamounts,8,1.002163844109134
126,1,Ġtogether,8,1.002163844109134
127,1,Ġto,8,1.002163844109134
128,1,Ġfind,8,1.002163844109134
129,1,Ġthe,8,1.002163844109134
130,1,Ġtotal,8,1.002163844109134
131,1,Ġnumber,8,1.002163844109134
132,1,Ġof,7,1.5914016806255058
133,1,Ġbolts,20,1.2372518334564608
134,1,:Ċ,18,0.9858963306678599
135,1,2,10,1.924184253306798
136,1,Ġ(,31,1.0034472794322102
137,1,blue,8,1.002163844109134
138,1,),8,1.002163844109134
139,1,Ġ+,8,1.002163844109134
140,1,Ġ,10,1.924184253306798
141,1,1,18,0.9858963306678599
142,1,Ġ(,31,1.0034472794322102
143,1,white,18,0.9858963306678599
144,1,),8,1.002163844109134
145,1,Ġ=,8,1.002163844109134
146,1,Ġ,17,1.6445572822999206
147,1,3,10,1.924184253306798
148,1,Ġbolts,20,1.2372518334564608
149,1,.Ċ,31,1.0034472794322102
150,1,</think>,25,1.3579911609096746
151,1,ĊĊ,31,1.0034472794322102
152,1,To,8,1.002163844109134
153,1,Ġdetermine,8,1.002163844109134
154,1,Ġthe,8,1.002163844109134
155,1,Ġtotal,8,1.002163844109134
156,1,Ġnumber,18,0.9858963306678599
157,1,Ġof,7,1.5914016806255058
158,1,Ġbolts,20,1.2372518334564608
159,1,Ġneeded,8,1.002163844109134
160,1,Ġfor,8,1.002163844109134
161,1,Ġa,5,3.106064784375967
162,1,Ġsingle,5,3.106064784375967
163,1,Ġrobe,20,1.2372518334564608
164,1,",",8,1.002163844109134
165,1,Ġfollow,8,1.002163844109134
166,1,Ġthese,8,1.002163844109134
167,1,Ġsteps,8,1.002163844109134
168,1,:ĊĊ,18,0.9858963306678599
169,1,1,18,0.9858963306678599
170,1,.,8,1.002163844109134
171,1,Ġ**,31,1.0034472794322102
172,1,Ident,18,0.9858963306678599
173,1,ify,17,1.6445572822999206
174,1,Ġthe,17,1.6445572822999206
175,1,ĠAmount,25,1.3579911609096746
176,1,s,17,1.6445572822999206
177,1,Ġof,17,1.6445572822999206
178,1,ĠEach,17,1.6445572822999206
179,1,ĠFiber,17,1.6445572822999206
180,1,:,8,1.002163844109134
181,1,**Ċ,8,1.002163844109134
182,1,ĠĠ,8,1.002163844109134
183,1,Ġ-,17,1.6445572822999206
184,1,Ġ**,31,1.0034472794322102
185,1,Blue,17,1.6445572822999206
186,1,ĠFiber,21,3.3004154381350843
187,1,:**,17,1.6445572822999206
188,1,ĠThe,5,3.106064784375967
189,1,Ġrobe,20,1.2372518334564608
190,1,Ġrequires,8,1.002163844109134
191,1,Ġ**,18,0.9858963306678599
192,1,2,7,1.5914016806255058
193,1,Ġbolts,20,1.2372518334564608
194,1,**,8,1.002163844109134
195,1,.Ċ,18,0.9858963306678599
196,1,ĠĠ,8,1.002163844109134
197,1,Ġ-,8,1.002163844109134
198,1,Ġ**,31,1.0034472794322102
199,1,White,17,1.6445572822999206
200,1,ĠFiber,17,1.6445572822999206
201,1,:**,17,1.6445572822999206
202,1,ĠIt,8,1.002163844109134
203,1,Ġneeds,8,1.002163844109134
204,1,Ġ**,31,1.0034472794322102
205,1,half,8,1.002163844109134
206,1,**,8,1.002163844109134
207,1,Ġof,8,1.002163844109134
208,1,Ġthe,8,1.002163844109134
209,1,Ġblue,7,1.5914016806255058
210,1,Ġfiber,20,1.2372518334564608
211,1,",",8,1.002163844109134
212,1,Ġwhich,8,1.002163844109134
213,1,Ġis,8,1.002163844109134
214,1,Ġ\(,18,0.9858963306678599
215,1,Ġ\,18,0.9858963306678599
216,1,frac,8,1.002163844109134
217,1,{,18,0.9858963306678599
218,1,2,18,0.9858963306678599
219,1,}{,18,0.9858963306678599
220,1,2,17,1.6445572822999206
221,1,},8,1.002163844109134
222,1,Ġ=,8,1.002163844109134
223,1,Ġ,18,0.9858963306678599
224,1,1,18,0.9858963306678599
225,1,Ġ\,18,0.9858963306678599
226,1,),8,1.002163844109134
227,1,Ġ**,31,1.0034472794322102
228,1,bolt,20,1.2372518334564608
229,1,**,8,1.002163844109134
230,1,.ĊĊ,18,0.9858963306678599
231,1,2,18,0.9858963306678599
232,1,.,18,0.9858963306678599
233,1,Ġ**,18,0.9858963306678599
234,1,Calculate,25,1.3579911609096746
235,1,Ġthe,17,1.6445572822999206
236,1,ĠTotal,17,1.6445572822999206
237,1,ĠBol,3,3.1980969221623856
238,1,ts,21,3.3004154381350843
239,1,:,25,1.3579911609096746
240,1,**Ċ,8,1.002163844109134
241,1,ĠĠĠĊ,18,0.9858963306678599
242,1,ĠĠ,25,1.3579911609096746
243,1,ĠAdd,8,1.002163844109134
244,1,Ġthe,8,1.002163844109134
245,1,Ġblue,8,1.002163844109134
246,1,Ġand,8,1.002163844109134
247,1,Ġwhite,18,0.9858963306678599
248,1,Ġfibers,28,2.4519201983215972
249,1,Ġtogether,8,1.002163844109134
250,1,:Ċ,8,1.002163844109134
251,1,ĠĠ,8,1.002163844109134
252,1,Ġ\,18,0.9858963306678599
253,1,[Ċ,19,2.58266239808638
254,1,ĠĠ,8,1.002163844109134
255,1,Ġ,19,2.58266239808638
256,1,2,18,0.9858963306678599
257,1,\,8,1.002163844109134
258,1,Ġ(\,18,0.9858963306678599
259,1,text,7,1.5914016806255058
260,1,{,31,1.0034472794322102
261,1,blue,18,0.9858963306678599
262,1,}),18,0.9858963306678599
263,1,Ġ+,8,1.002163844109134
264,1,Ġ,18,0.9858963306678599
265,1,1,18,0.9858963306678599
266,1,\,8,1.002163844109134
267,1,Ġ(\,31,1.0034472794322102
268,1,text,7,1.5914016806255058
269,1,{,31,1.0034472794322102
270,1,white,3,3.1980969221623856
271,1,}),8,1.002163844109134
272,1,Ġ=,8,1.002163844109134
273,1,Ġ,19,2.58266239808638
274,1,3,18,0.9858963306678599
275,1,\,8,1.002163844109134
276,1,Ġ\,18,0.9858963306678599
277,1,text,31,1.0034472794322102
278,1,{,31,1.0034472794322102
279,1,bol,3,3.1980969221623856
280,1,ts,20,1.2372518334564608
281,1,}Ċ,19,2.58266239808638
282,1,ĠĠ,8,1.002163844109134
283,1,Ġ\,8,1.002163844109134
284,1,]ĊĊ,18,0.9858963306678599
285,1,3,18,0.9858963306678599
286,1,.,8,1.002163844109134
287,1,Ġ**,31,1.0034472794322102
288,1,Final,17,1.6445572822999206
289,1,ĠAnswer,8,1.002163844109134
290,1,:,25,1.3579911609096746
291,1,**ĊĊ,18,0.9858963306678599
292,1,ĠĠ,8,1.002163844109134
293,1,Ġ\,18,0.9858963306678599
294,1,[Ċ,31,1.0034472794322102
295,1,ĠĠ,8,1.002163844109134
296,1,Ġ\,31,1.0034472794322102
297,1,boxed,18,0.9858963306678599
298,1,{,18,0.9858963306678599
299,1,3,18,0.9858963306678599
300,1,}Ċ,7,1.5914016806255058
301,1,ĠĠ,8,1.002163844109134
302,1,Ġ\,10,1.924184253306798
303,1,],25,1.3579911609096746
0,2,BOS,17,5.7762265046662105
1,2,<｜User｜>,17,5.7762265046662105
2,2,Josh,17,5.7762265046662105
3,2,Ġdecides,16,1.0370110731495568
4,2,Ġto,16,1.0370110731495568
5,2,Ġtry,16,1.0370110731495568
6,2,Ġflipping,28,1.1597189568113087
7,2,Ġa,26,3.9423633606815103
8,2,Ġhouse,28,1.1597189568113087
9,2,.,26,3.9423633606815103
10,2,Ġ,26,3.9423633606815103
11,2,ĠHe,0,2.9381050332646406
12,2,Ġbuys,30,1.3059608037715622
13,2,Ġa,28,1.1597189568113087
14,2,Ġhouse,22,5.837812650924818
15,2,Ġfor,30,1.3059608037715622
16,2,Ġ$,19,0.758400747138698
17,2,8,2,1.1934294114102206
18,2,0,2,1.1934294114102206
19,2,",",10,0.9440853325597731
20,2,0,10,0.9440853325597731
21,2,0,10,0.9440853325597731
22,2,0,30,1.3059608037715622
23,2,Ġand,9,0.7147671349706195
24,2,Ġthen,9,0.7147671349706195
25,2,Ġputs,30,1.3059608037715622
26,2,Ġin,30,1.3059608037715622
27,2,Ġ$,19,0.758400747138698
28,2,5,6,0.8527962200328354
29,2,0,30,1.3059608037715622
30,2,",",10,0.9440853325597731
31,2,0,10,0.9440853325597731
32,2,0,5,1.4558993884063796
33,2,0,13,3.314299869829392
34,2,Ġin,29,4.404404592927492
35,2,Ġrepairs,2,1.1934294114102206
36,2,.,9,0.7147671349706195
37,2,Ġ,25,1.031333816607028
38,2,ĠThis,13,3.314299869829392
39,2,Ġincreased,30,1.3059608037715622
40,2,Ġthe,29,4.404404592927492
41,2,Ġvalue,16,1.0370110731495568
42,2,Ġof,30,1.3059608037715622
43,2,Ġthe,28,1.1597189568113087
44,2,Ġhouse,16,1.0370110731495568
45,2,Ġby,30,1.3059608037715622
46,2,Ġ,14,2.910059709870373
47,2,1,10,0.9440853325597731
48,2,5,30,1.3059608037715622
49,2,0,30,1.3059608037715622
50,2,%.,27,1.6393164710879327
51,2,Ġ,25,1.031333816607028
52,2,ĠHow,16,1.0370110731495568
53,2,Ġmuch,16,1.0370110731495568
54,2,Ġprofit,16,1.0370110731495568
55,2,Ġdid,25,1.031333816607028
56,2,Ġhe,16,1.0370110731495568
57,2,Ġmake,16,1.0370110731495568
58,2,?,11,1.2202252559822764
59,2,ĠLets,16,1.0370110731495568
60,2,Ġthink,16,1.0370110731495568
61,2,Ġstep,30,1.3059608037715622
62,2,Ġby,21,1.1834974843401787
63,2,Ġstep,30,1.3059608037715622
64,2,Ġand,16,1.0370110731495568
65,2,Ġoutput,10,0.9440853325597731
66,2,Ġthe,16,1.0370110731495568
67,2,Ġfinal,30,1.3059608037715622
68,2,Ġanswer,10,0.9440853325597731
69,2,Ġafter,9,0.7147671349706195
70,2,"Ġ""",23,2.212793390729282
71,2,####,19,0.758400747138698
72,2,""".",27,1.6393164710879327
73,2,ĠĊĊ,19,0.758400747138698
74,2,First,30,1.3059608037715622
75,2,",",16,1.0370110731495568
76,2,ĠI,16,1.0370110731495568
77,2,Ġneed,16,1.0370110731495568
78,2,Ġto,16,1.0370110731495568
79,2,Ġdetermine,10,0.9440853325597731
80,2,Ġthe,28,1.1597189568113087
81,2,Ġtotal,30,1.3059608037715622
82,2,Ġcost,25,1.031333816607028
83,2,ĠJosh,16,1.0370110731495568
84,2,Ġspent,6,0.8527962200328354
85,2,Ġon,30,1.3059608037715622
86,2,Ġthe,28,1.1597189568113087
87,2,Ġhouse,6,0.8527962200328354
88,2,.ĊĊ,23,2.212793390729282
89,2,He,0,2.9381050332646406
90,2,Ġbought,30,1.3059608037715622
91,2,Ġthe,28,1.1597189568113087
92,2,Ġhouse,6,0.8527962200328354
93,2,Ġfor,30,1.3059608037715622
94,2,Ġ\$,19,0.758400747138698
95,2,8,2,1.1934294114102206
96,2,0,2,1.1934294114102206
97,2,",",10,0.9440853325597731
98,2,0,3,5.207026915851259
99,2,0,5,1.4558993884063796
100,2,0,6,0.8527962200328354
101,2,Ġand,0,2.9381050332646406
102,2,Ġspent,30,1.3059608037715622
103,2,Ġan,30,1.3059608037715622
104,2,Ġadditional,30,1.3059608037715622
105,2,Ġ\$,19,0.758400747138698
106,2,5,6,0.8527962200328354
107,2,0,2,1.1934294114102206
108,2,",",5,1.4558993884063796
109,2,0,5,1.4558993884063796
110,2,0,5,1.4558993884063796
111,2,0,13,3.314299869829392
112,2,Ġon,29,4.404404592927492
113,2,Ġrepairs,16,1.0370110731495568
114,2,.,11,1.2202252559822764
115,2,ĠSo,16,1.0370110731495568
116,2,",",16,1.0370110731495568
117,2,Ġthe,28,1.1597189568113087
118,2,Ġtotal,30,1.3059608037715622
119,2,Ġcost,16,1.0370110731495568
120,2,Ġis,30,1.3059608037715622
121,2,Ġ\$,19,0.758400747138698
122,2,8,2,1.1934294114102206
123,2,0,2,1.1934294114102206
124,2,",",5,1.4558993884063796
125,2,0,3,5.207026915851259
126,2,0,5,1.4558993884063796
127,2,0,16,1.0370110731495568
128,2,Ġplus,30,1.3059608037715622
129,2,Ġ\$,19,0.758400747138698
130,2,5,5,1.4558993884063796
131,2,0,6,0.8527962200328354
132,2,",",21,1.1834974843401787
133,2,0,5,1.4558993884063796
134,2,0,5,1.4558993884063796
135,2,0,2,1.1934294114102206
136,2,",",16,1.0370110731495568
137,2,Ġwhich,16,1.0370110731495568
138,2,Ġequals,30,1.3059608037715622
139,2,Ġ\$,19,0.758400747138698
140,2,1,2,1.1934294114102206
141,2,3,6,0.8527962200328354
142,2,0,2,1.1934294114102206
143,2,",",10,0.9440853325597731
144,2,0,3,5.207026915851259
145,2,0,5,1.4558993884063796
146,2,0,16,1.0370110731495568
147,2,.ĊĊ,19,0.758400747138698
148,2,Next,30,1.3059608037715622
149,2,",",16,1.0370110731495568
150,2,Ġthe,28,1.1597189568113087
151,2,Ġrepair,16,1.0370110731495568
152,2,Ġwork,16,1.0370110731495568
153,2,Ġincreased,30,1.3059608037715622
154,2,Ġthe,28,1.1597189568113087
155,2,Ġhouse,30,1.3059608037715622
156,2,'s,28,1.1597189568113087
157,2,Ġvalue,16,1.0370110731495568
158,2,Ġby,30,1.3059608037715622
159,2,Ġ,27,1.6393164710879327
160,2,1,5,1.4558993884063796
161,2,5,7,6.287281391705565
162,2,0,23,2.212793390729282
163,2,%.,9,0.7147671349706195
164,2,ĠTo,16,1.0370110731495568
165,2,Ġfind,30,1.3059608037715622
166,2,Ġthe,28,1.1597189568113087
167,2,Ġincrease,16,1.0370110731495568
168,2,Ġin,30,1.3059608037715622
169,2,Ġvalue,16,1.0370110731495568
170,2,",",16,1.0370110731495568
171,2,ĠI,16,1.0370110731495568
172,2,Ġcalculate,30,1.3059608037715622
173,2,Ġ,14,2.910059709870373
174,2,1,6,0.8527962200328354
175,2,5,6,0.8527962200328354
176,2,0,6,0.8527962200328354
177,2,%,16,1.0370110731495568
178,2,Ġof,30,1.3059608037715622
179,2,Ġthe,28,1.1597189568113087
180,2,Ġoriginal,28,1.1597189568113087
181,2,Ġpurchase,16,1.0370110731495568
182,2,Ġprice,16,1.0370110731495568
183,2,",",16,1.0370110731495568
184,2,Ġwhich,16,1.0370110731495568
185,2,Ġwas,28,1.1597189568113087
186,2,Ġ\$,19,0.758400747138698
187,2,8,27,1.6393164710879327
188,2,0,2,1.1934294114102206
189,2,",",5,1.4558993884063796
190,2,0,5,1.4558993884063796
191,2,0,5,1.4558993884063796
192,2,0,6,0.8527962200328354
193,2,.,11,1.2202252559822764
194,2,ĠĊĊ,19,0.758400747138698
195,2,Calcul,19,0.758400747138698
196,2,ating,6,0.8527962200328354
197,2,Ġ,10,0.9440853325597731
198,2,1,10,0.9440853325597731
199,2,5,10,0.9440853325597731
200,2,0,6,0.8527962200328354
201,2,%,16,1.0370110731495568
202,2,Ġof,30,1.3059608037715622
203,2,Ġ\$,19,0.758400747138698
204,2,8,2,1.1934294114102206
205,2,0,2,1.1934294114102206
206,2,",",10,0.9440853325597731
207,2,0,3,5.207026915851259
208,2,0,5,1.4558993884063796
209,2,0,16,1.0370110731495568
210,2,:,10,0.9440853325597731
211,2,ĠĊ,19,0.758400747138698
212,2,\$,19,0.758400747138698
213,2,8,2,1.1934294114102206
214,2,0,2,1.1934294114102206
215,2,",",10,0.9440853325597731
216,2,0,3,5.207026915851259
217,2,0,5,1.4558993884063796
218,2,0,16,1.0370110731495568
219,2,Ġ*,30,1.3059608037715622
220,2,Ġ,10,0.9440853325597731
221,2,1,2,1.1934294114102206
222,2,.,10,0.9440853325597731
223,2,5,10,0.9440853325597731
224,2,Ġ=,30,1.3059608037715622
225,2,Ġ\$,19,0.758400747138698
226,2,1,6,0.8527962200328354
227,2,2,6,0.8527962200328354
228,2,0,2,1.1934294114102206
229,2,",",10,0.9440853325597731
230,2,0,5,1.4558993884063796
231,2,0,5,1.4558993884063796
232,2,0,16,1.0370110731495568
233,2,.ĊĊ,19,0.758400747138698
234,2,So,0,2.9381050332646406
235,2,",",16,1.0370110731495568
236,2,Ġthe,28,1.1597189568113087
237,2,Ġhouse,16,1.0370110731495568
238,2,'s,28,1.1597189568113087
239,2,Ġvalue,16,1.0370110731495568
240,2,Ġincreased,16,1.0370110731495568
241,2,Ġby,30,1.3059608037715622
242,2,Ġ\$,19,0.758400747138698
243,2,1,5,1.4558993884063796
244,2,2,5,1.4558993884063796
245,2,0,30,1.3059608037715622
246,2,",",5,1.4558993884063796
247,2,0,3,5.207026915851259
248,2,0,5,1.4558993884063796
249,2,0,16,1.0370110731495568
250,2,Ġdue,16,1.0370110731495568
251,2,Ġto,30,1.3059608037715622
252,2,Ġthe,28,1.1597189568113087
253,2,Ġrepairs,16,1.0370110731495568
254,2,.ĊĊ,19,0.758400747138698
255,2,Finally,30,1.3059608037715622
256,2,",",16,1.0370110731495568
257,2,Ġto,16,1.0370110731495568
258,2,Ġfind,25,1.031333816607028
259,2,Ġthe,28,1.1597189568113087
260,2,Ġprofit,16,1.0370110731495568
261,2,",",16,1.0370110731495568
262,2,ĠI,16,1.0370110731495568
263,2,Ġsubtract,16,1.0370110731495568
264,2,Ġthe,28,1.1597189568113087
265,2,Ġtotal,30,1.3059608037715622
266,2,Ġcost,16,1.0370110731495568
267,2,Ġfrom,30,1.3059608037715622
268,2,Ġthe,13,3.314299869829392
269,2,Ġincreased,28,1.1597189568113087
270,2,Ġvalue,16,1.0370110731495568
271,2,:Ċ,19,0.758400747138698
272,2,\$,19,0.758400747138698
273,2,1,6,0.8527962200328354
274,2,2,5,1.4558993884063796
275,2,0,2,1.1934294114102206
276,2,",",10,0.9440853325597731
277,2,0,5,1.4558993884063796
278,2,0,5,1.4558993884063796
279,2,0,16,1.0370110731495568
