18,20 + (42 - 18) = \boxed{40},1
18,42 - (20 - 18),3
18,42 - (20 - 18) = 40,1
18,42 - 20 + 18,1
19,(48 + 23) + (92 - 46) / 46 = 72,1
19,(92 - 46) + (48 - 23) + (46 / 46),1
19,(92 - 48) + (46 - 23) = 44 + 23 = 67,1
19,23 + 92 - 48 - 46,1
19,48 + 23 + (92 - 46) ÷ 46,1
19,92 - 48 - 46 + 23,1
19,\boxed{72},1
19,\boxed{92 - 48 - 23 + 46},1
20,(25 - 24) + 49,1
20,(49 + 25) - 24,1
20,(49 - 24) + 25,2
20,49 + (25 - 24),1
20,49 + 25 - 24,1
20,49 - 24 + 25,1
21,(78 - (60 ÷ 5)) + 1,1
21,(78 - (60 ÷ 5)) - 1,1
21,78 - (60 / (5 + 1)) - 1,2
21,78 - (60 / 5) + 1,1
21,78 - (60 ÷ (5 + 1)) - 1,1
21,78 - (60 ÷ 5) + 1,1
22,(71 - ((93 - 47)/90)) ≈ 70,1
22,(90 ÷ (93 - 71)) × 47,1
23,(32 + 38) * (86 - 84) / (86 - 84) = 54,1
23,(32 ÷ (86 - 84)) + 38 = 54,1
23,(86 - 32),1
23,(86 - 32) \times (84 - 38) \div (84 - 38) = 54,1
23,(86 - 32) \times (84 \div 84) - (38 - 38),1
23,\(\frac{32}{86 - 84} + 38\),1
24,21 + 13 + 4,1
24,21 + 4 + 13,8
25,(55 - 6) × (90 - 49) - 15,1
26,(46 + 67) - (78 ÷ 2),1
26,(67 + 46) - (78 / 2),1
26,(78 - 46) + (67 - 2),1
26,(78 - 67) * 2 + 46,1
27,(99 - 43) + (96 / 96),4
27,(99 - 96) + (96 - 43) + (96 / 96),1
27,99 - 43 + (96 / 96),2
27,99 - 43 + 96 / 96,1
28,(79 + 17) - 47,2
28,(79 - (47 - 17)),1
28,(79 - 47) - 17,1
28,79 - (47 - 17),2
28,79 - 47 + 17,2
29,83 - (2 × 5),5
29,\( 83 - (2 \times 5) = 73 \),1
30,(43 × 47 ÷ 77) + 72 ≈ 73,1
30,(77 - (47 - 43)),1
30,72 + (77 - 72) - (47 - 43),1
30,77 - (47 - 43),1
30,77 - (47 - 43) = 73,1
31,(51 - 15) - (23 + 99) = 13,1
31,(99 - 51 - 15) ÷ (23 - 15) × 15,1
31,51 - (15 + 23),1
31,51 - (15 + 23) = 13,1
31,\(\left(\frac{99 - 15}{\frac{51}{23}}\right) - 23 = 13\),1
32,(79 - (25 - 12)),1
32,(79 - 25) + 12,2
32,79 - (25 - 12),1
32,79 - 12 - (25 / 25) = 66,1
32,79 - 25 + 12,1
32,"It is not possible to create an equation using the numbers [25, 12, 79] with basic arithmetic operations that equals 66 while using each number only once.",1
32,\(79 - (25 - 12)\),1
33,(79 - 19) - 42,1
33,79 - (19 + 42),2
33,79 - 19 - 42,3
33,79 - 19 - 42 = 18,1
33,79 - 42 - 19,2
34,80 - (6 + 1),1
34,80 - 6 - 1,1
35,(15 + 35) - 73,1
35,73 - (35 - 15),5
35,73 - (35 - 15) = 53,1
35,73 - 35 + 15,1
36,(92 + 80) - (63 + 9),2
36,92 + (80 - 63 - 9),1
36,92 + (80 - 63) - 9,1
36,92 + 80 - 63 - 9,2
36,92 - 63 + 80 - 9,2
37,(78 - (95 - 49)),1
37,49 + 78 - 95,2
37,49 - (95 - 78),2
37,78 + 49 - 95,1
37,78 - (95 - 49),2
37,78 - (95 - 49) = 32,2
38,(35 - (7 × 3)) + 2,1
38,(35 - 7) ÷ (3 - 2),1
38,(35 \div (7 - 3)) + 2,1
38,35 - (7 × 2 + 3),1
39,73 - (60 / 4),1
39,73 - (60 ÷ 4),4
39,\(73 - \left( \frac{60}{4} \right)\),1
40,(88 - 73) + 2,4
40,88 - (73 - 2),1
40,88 - 73 + 2,2
41,(74 ÷ 4) × 4,1
41,74 + (4 - 4),4
41,74 + 4 - 4,1
41,74 - 4 + 4,2
41,74 × (4 ÷ 4),1
42,(31 - 12) * (74 / 73),1
42,(74 - 73) + (31 - 12),1
42,74 - (73 - (31 - 12)),1
42,74 - (73 - 31 + 12),1
42,74 - (73 - 31) - 12,1
42,\boxed{ \text{No solution exists with the given numbers and constraints} },1
43,(66 - (28 - 4)),1
43,66 - (28 - 4),2
43,66 - (28 - 4) = 42,1
43,66 - 28 + 4,1
44,(92 + 1) - 15,1
44,92 - (15 - 1),4
44,92 - (15 - 1) = 78,1
45,(44 - 32) + 84,1
45,(84 - 32) + 44,1
45,84 + 44 - 32,1
45,84 - 32 + 44,1
46,(83 - (44 - 19)) + 15,1
46,(83 - 44) + 19 + 15,1
46,83 - (44 - (19 + 15)),1
46,83 - (44 / (19 - 15)),1
46,83 - 44 + 19 + 15,3
47,(98 + 19) - 31,1
47,(98 × 19) ÷ 31 ≈ 60.645,1
47,98 + 19 - 31,1
47,98 - (31 - 19),1
47,98 - (31 - 19) = 86,2
47,98 - 31 + 19,1
47,[insert your final equation here],1
48,(31 + 81) - 32,1
48,(81 - 32) + 31,1
48,31 - 32 + 81,1
48,81 - (32 - 31),1
48,81 - (32 / 31) = 80,1
48,81 - (32 ÷ 31),1
49,(96 - 95) * 11,1
49,(96 - 95) \times 11,3
49,\boxed{\dfrac{11}{96-95}},1
50,(50 + 34) - (51 - 50),2
50,(51 + 34) * (50 - 49),1
50,(51 - 50) * (34 + 49),1
50,(51 - 50) * (49 + 34),1
50,(51 - 50) * 34 + 49,1
50,51 - (50 - (34 + 49)),1
50,\boxed{ \text{No valid combination found} },1
51,(96 - (51 - (89 - 38))) / 1,1
51,(96 - 89) * (51 - 38),1
52,(55 - 14) + 18,1
52,55 + (18 - 14),1
52,55 + 18 - 14,2
52,55 - 14 + 18,6
53,( (98 ÷ 98) × 35 ) − 1 ),1
53,(98 - (98 / 35)) / (98 / 35),1
53,(98 - 98) + 35 - 1,1
53,(98 \times 35) / 98 - (98 / 98),1
53,(98 × 35) ÷ 98 − (98 ÷ 98),1
53,35 - (98 / 98),1
53,\( 34 = \frac{98}{\frac{98}{35}} - \frac{98}{98} \),1
54,((41 - 13) × 48) ÷ 15,1
54,(48 + 41) - 13,1
54,(48 - 41) * 13,1
54,(48 - 41) \times 13,1
54,(48 - 41) × 13,1
54,13 * (48 - 41),1
54,13 × (48 − 41),2
55,(80 - (60 - 35)) + 29,1
55,(80 - 60) + (35 × 2),1
55,35 + 29 + (80 - 60),2
55,80 - (60 - (35 + 29)),1
55,80 - (60 - 29) + 35,1
55,80 - (60 - 35 + 29),1
55,80 - (60 - 35 - 29),1
56,(66 + 22) + 8,1
56,66 + 22 + 8,2
56,8 + 22 + 66,1
56,8 + 66 + 22,2
57,(66 + (30 - 20 + 1) / 11),1
57,(66 + (30 / (20 + 11))),1
57,(66 + 11) - (30 - 20),1
57,(66 ÷ (11 ÷ (30 - 20))) + 0.1,1
57,66 + (20 ÷ (30 - 11)),1
57,66 + 11 - 30 + 20,1
57,66 + \left(\frac{11}{30 - 20}\right),1
57,66 - (30 - 20) + 11,1
58,(61 + 14) - 18,1
58,(61 - (16 ÷ (18 - 14))),1
58,61 - (16 / (18 - 14)),3
58,61 - (16 ÷ (18 - 14)) = 57,1
58,61 - (18 - 14),1
59,(67 - (90 - 80 + (4 / 4))) = 56,1
59,(90 - 80) * (67 - 4) = 56,1
59,(90 - 80) \times (67 - 4) \div 10,1
59,56,1
60,(16 - 15) * 47,1
60,(16 - 15) × 47,1
60,(47)/(16-15),1
60,47 + (16 - 15),1
60,47 = 47 + (16 - 15),1
60,47 × (16 − 15),1
60,47 × (16 − 15) = 47,1
61,(36 + 23 + 61) - 59 = 61,1
61,(36 + 23) * (61 / 59) ≈ 61,1
61,(36 + 23) + (61 - 59),1
61,(61 - 23) + (59 - 36),1
61,(61 - 36 - 23 + 59),1
61,61 - (36 - (59 - 23)),1
61,61 - 36 - 23 + 59,1
62,(16 ÷ 2) × 14 − 45,1
62,(45 + 14) + (16 / 2),1
62,14 × (16 ÷ 2) − 45,1
62,16 * (14 - 2) + 45 - 14,1
62,16 \times \left( \frac{14}{2} \right) - 45,1
62,45 + (16 ÷ 2) + 14,1
62,45 + 14 + (16 / 2),1
63,(20 + 42) + (2 × 3),1
63,(42 + (3 × 2)) + 20,1
63,(42 + 20) + (3 × 2),1
63,(42 - 20) * 3 + 2,3
64,(35 * 3) - 25,1
64,(35 \times 3) - 25,2
64,(35 × 3) − 25,1
64,35 \times 3 - 25,1
64,35 \times 3 - 25 = 80,2
65,(77 - 44) + (78 - 61) \times 1 ),1
65,(77 - 61) + (78 - 44),1
65,\boxed{No\ valid\ equation\ found},1
66,((94 - 49) * (72 / 4)) / 10,1
66,(72 / 4) + 49 + (94 - 72) = 18 + 49 + 22 = 89,1
66,(94 - 72) + (49 / 4) = 74,1
66,49 + 4 + 94 - 72 - (4 / 4),1
67,(36 + 30) - (97 - 95),2
67,(97 - 95) + (36 + 30),1
67,36 + 30 - (97 - 95),1
67,\boxed{36 + (30 - (97 - 95))},1
68,(95 + 76) - 94,2
68,(95 - 94) + 76,1
68,76 + (95 - 94),2
68,94 / (95 - 76),1
68,95 - (94 - 76),1
68,95 - 94 + 76,2
68,\( 94 \div (95 - 76) \),1
69,(39 - 10) + 57,1
69,(57 - 10) + 39,3
69,39 + (57 - 10),1
69,39 - 10 + 57,1
69,57 - 10 + 39,1
69,\boxed{\frac{10}{57} + 39 + 1 = 86},1
70,$\dfrac{56}{5} + (79 - 59)$,1
70,(56 + 59) - 79 - 5,1
70,(59 - 5) - (79 - 56),2
70,56 + 59 - 79 - 5,1
71,(54 ÷ 27) × (43 + 4),1
71,49 + (54 / 27) + 43,1
71,49 + (54 ÷ 27) + 43,1
71,49 + 43 + (54 ÷ 27),2
72,(57 + 3) - 37,2
72,(57 - 37) + 3,1
72,57 - 37 + 3,2
72,57/(3-3/7),1
73,(58 + 84) - 53,3
73,(84 - 53) + 58,1
73,58 + (84 - 53),1
73,58 + 84 - 53,2
74,(16 * (8 - (33 / 16))),1
74,(8 \times 16) - 33,1
74,(8 × 16) − 33,2
74,8 \times 16 - 33,1
74,\( 8 \times 16 - 33 = 95 \),1
74,\boxed{(33 + 8) \times (16 ÷ 16)},1
75,(80 / (33 - 27)) - 6 ≈ 14,1
75,(80 ÷ (27 - 6)) - 33,1
75,80 - 33 - 27 - 6,1
75,80 - 6 - 33 - 27,3
75,\(\frac{6 + 80}{33 - 27}\),1
76,(76 + 13) - (68 / 4),1
76,68 + (76 - (13 × 4)),1
76,76 + (68 - (13 × 4)),1
76,76 + (68 - 4 * 13),1
76,76 + 68 - (13 * 4),1
76,76 + 68 - (13 × 4),1
76,76 + 68 - (4 × 13),1
77,75 + (1 + 6),3
77,75 + (6 ÷ 1),1
77,75 + 1 + 6,3
77,75 + 6 + 1,3
78,(75 - 11) - (90 ÷ 11) ≈ 55.818,1
78,(90 - 75) + 11,1
78,90 - (75 - 11),3
78,90 - 11 * 75 = 26,1
78,90 - 75 + 11,1
79,(5 + (85 - 84)) + 19,1
79,(85 - 84) + (5 + 19),2
79,5 + (19 - (84 - 85)),1
79,85 - (84 - 19) + 5,1
79,85 - (84 - 5) + 19,1
79,85 - 84 + 19 + 5,1
80,(49 + 44) - 8,1
80,49 + (44 - 8),1
80,49 + (44 - 8) = 85,1
80,49 + 44 - 8,5
81,(66 / (80 - 78)),1
81,(66 ÷ (80 - 78)),1
81,(78 - 66) ÷ 80,1
81,66 ÷ (78 - 80) = 33,1
81,66 ÷ (80 - 78),1
81,66 ÷ (80 − 78),1
81,66/(80-78),1
81,"There is no valid equation using the numbers [78, 66, 80] with basic arithmetic operations that equals 33.",1
82,(36 + 23) - 7,1
82,36 + (23 - 7),1
82,36 + 23 - 7,4
83,(78 - (71 - 64) × 6),1
83,78 - (71 / (64 / 38)),1
83,78 - (71 ÷ (64 ÷ 38)),1
84,(57 + 52) - (87 - 58),1
84,(58 * (87 - 52)) / 57 = 80,1
84,(58 + 57) - 87 + 52 = 80,1
84,57 + 58 - (87 - 52),1
84,58 + 52 - (87 - 57),1
84,58 + 57 - (87 - 52),1
84,58 + 57 - (87 - 52) = 80,1
85,(74 - (83 - 63) / 2),1
85,(83 - 74) * 2 + 63,1
85,74 - (83 - 63) / 2,2
85,83 - (74 - (63 / 2)),1
86,(35 + 22),1
86,(44 - 22) * 1 + 35,1
86,(44 - 22) + (35 / 1),1
86,(44 × 1) + (35 − 22),1
86,44 + (1 × 35) - 22,1
86,44 + (35 - (22 / 1)),1
86,44 + (35 - 22),3
86,44 + 35 - 22,1
87,(94 - (23 - 11)),1
87,(94-23)+11,1
87,94 + 11 - 23,1
87,94 - 23 + 11,3
88,(80) - (38 - 8),1
88,8 + 38 + (8 / 2) = 50,1
88,8 + 80 - 38,1
88,80 - (38 - 8),3
88,80 - 38 + 8,2
89,$\frac{42}{6} \times (23 - 10)$,1
89,(23 × 4) - (6 ÷ 10) = 91,1
89,(42 ÷ 6) × (23 - 10),1
89,(42 ÷ 6) × (23 − 10),2
89,42 \times (23 - 10) \div 6 = 91,1
89,42 × (23 − 10) ÷ 6,1
90,(19 + 94) - 92,1
90,(92 - 19 - 94) * (-1),1
90,(92 - 19) / (94 - 92),1
90,(94 - 92) + 19,1
90,19 - 92 + 94,1
90,\boxed{ \frac{92}{\left(\frac{94}{19}\right)} } \approx 18.596 \approx 21 },1
91,(38 + 49) - (82 - 37),1
91,(49 + 37 + 38) - 82,1
91,(49 + 37) - (82 - 38),2
91,(49 - (82 - 37 - 38)),1
91,(49 - 37) * (82 - 38) / 100,1
91,(82 - (49 + 37)) + 38,1
91,37 + 49 + 38 - 82,1
91,49 - (82 - 37) + 38,1
92,(72 - (41 - 19)) + 26 = 95,1
92,(72 - 19) * (41 / 26),1
92,(72 / 26) * 41 - 19,1
92,There is no solution that uses each number exactly once with basic arithmetic operations to reach 95.,1
92,\boxed{95},1
93,(22 + 6) * 3 * (73 / 73),1
93,(73 + (22 / (6 / 3))),1
93,73 + (22 / (6 / 3)),3
93,73 - (22 / (6 - 3)),1
94,(37 + 13) + (99 - 84),2
94,(99 - 84) + (37 + 13),1
94,(99 - 84) + 13 + 37,1
94,99 - (84 - 37 - 13) = 65,1
94,99 - 84 + 13 + 37,1
94,99 - 84 + 37 + 13,1
95,(38 + 19) - (80 / 4),1
95,38 - (80 / 4 - 19),1
95,\boxed{37},1
95,\boxed{80 - \left(38 + \frac{19}{4}\right)},1
96,(73 + 26) - 31,1
96,(73 - 31) + 26,1
96,73 - 31 + 26,4
96,\(73 - (31 - 26)\),1
97,(44 + 60) - 76,2
97,(76 - (44 + (60 ÷ 5))),1
97,44 + 60 - 76,1
97,44 - (76 - 60) = 28,1
97,60 - (76 - 44) = 28,1
98,(17 + 51) - 26,1
98,(51 - 26) + 17,2
98,51 - (26 - 17),2
98,51 - 26 + 17,1
99,(56 - 18) + 56,2
99,56 + (56 - 18),2
99,56 + 56 - 18,1
99,56 - 18 + 56,2
